Window Clock,Alert Level,Alert Type,Alert Info,Alert Mode,Left_SidewalkX(Filterd),Left_SidewalkX,Left_Sidewalk_END_Y,Left_State,Right_SidewalkX(Filterd),Right_SidewalkX,Right_Sidewalk_END_Y,Right_State,ItemID[0],AmpData[0],FrequencyData[0],EstPosX[0],EstPosY[0],EstVelX[0],EstVelY[0],Moving State,Number of Elements,Warning Flag,X Edge Left[0],X Edge Right[0],Y Edge Front[0],Y Edge Rear[0],-,ItemID[1],AmpData[1],FrequencyData[1],EstPosX[1],EstPosY[1],EstVelX[1],EstVelY[1],Moving State,Number of Elements,Warning Flag,X Edge Left[1],X Edge Right[1],Y Edge Front[1],Y Edge Rear[1],-,ItemID[2],AmpData[2],FrequencyData[2],EstPosX[2],EstPosY[2],EstVelX[2],EstVelY[2],Moving State,Number of Elements,Warning Flag,X Edge Left[2],X Edge Right[2],Y Edge Front[2],Y Edge Rear[2],-,ItemID[3],AmpData[3],FrequencyData[3],EstPosX[3],EstPosY[3],EstVelX[3],EstVelY[3],Moving State,Number of Elements,Warning Flag,X Edge Left[3],X Edge Right[3],Y Edge Front[3],Y Edge Rear[3],-,ItemID[4],AmpData[4],FrequencyData[4],EstPosX[4],EstPosY[4],EstVelX[4],EstVelY[4],Moving State,Number of Elements,Warning Flag,X Edge Left[4],X Edge Right[4],Y Edge Front[4],Y Edge Rear[4],-,ItemID[5],AmpData[5],FrequencyData[5],EstPosX[5],EstPosY[5],EstVelX[5],EstVelY[5],Moving State,Number of Elements,Warning Flag,X Edge Left[5],X Edge Right[5],Y Edge Front[5],Y Edge Rear[5],-,ItemID[6],AmpData[6],FrequencyData[6],EstPosX[6],EstPosY[6],EstVelX[6],EstVelY[6],Moving State,Number of Elements,Warning Flag,X Edge Left[6],X Edge Right[6],Y Edge Front[6],Y Edge Rear[6],-,ItemID[7],AmpData[7],FrequencyData[7],EstPosX[7],EstPosY[7],EstVelX[7],EstVelY[7],Moving State,Number of Elements,Warning Flag,X Edge Left[7],X Edge Right[7],Y Edge Front[7],Y Edge Rear[7],-,ItemID[8],AmpData[8],FrequencyData[8],EstPosX[8],EstPosY[8],EstVelX[8],EstVelY[8],Moving State,Number of Elements,Warning Flag,X Edge Left[8],X Edge Right[8],Y Edge Front[8],Y Edge Rear[8],-,ItemID[9],AmpData[9],FrequencyData[9],EstPosX[9],EstPosY[9],EstVelX[9],EstVelY[9],Moving State,Number of Elements,Warning Flag,X Edge Left[9],X Edge Right[9],Y Edge Front[9],Y Edge Rear[9],-
0,0,0,0,5,0,,,,0,,,,3,7,0,-0.46875,11.5313,-0.3125,0.6875,1,0,0,-1.35938,0.140625,12.625,10.5938,
40,0,0,0,5,0,,,,0,,,,3,7,0,-0.46875,11.5625,-0.3125,0.6875,1,0,0,-1.375,0.125,12.6875,10.6094,
80,0,0,0,5,0,,,,0,,,,3,7,0,-0.484375,11.5781,-0.3125,0.6875,1,0,0,-1.40625,0.09375,12.75,10.625,
120,0,0,0,5,0,,,,0,,,,3,7,0,-0.5,11.6094,-0.3125,0.6875,1,0,0,-1.42188,0.078125,12.7969,10.6406,
160,0,0,0,5,0,,,,0,,,,3,7,0,-0.515625,11.6406,-0.3125,0.6875,1,0,0,-1.4375,0.0625,12.8594,10.6563,
200,0,0,0,5,0,,,,0,,,,3,7,0,-0.515625,11.6719,-0.3125,0.6875,1,0,0,-1.45313,0.046875,12.9063,10.6719,
240,0,0,0,5,0,,,,0,,,,3,7,0,-0.53125,11.6875,-0.3125,0.6875,1,0,0,-1.48438,0.015625,12.9688,10.6875,
280,0,0,0,5,0,,,,0,,,,3,7,0,-0.484375,11.7656,-0.3125,0.75,1,0,0,-1.42188,0.109375,13.0781,10.7813,
320,0,0,0,5,0,,,,0,,,,3,7,0,-0.5,11.7969,-0.3125,0.75,1,0,0,-1.40625,0.140625,13.1406,10.8438,
360,0,0,0,5,0,,,,0,,,,3,7,0,-0.515625,11.8125,-0.3125,0.75,1,0,0,-1.40625,0.171875,13.2031,10.8906,
400,0,0,0,5,0,,,,0,,,,3,7,0,-0.53125,11.8438,-0.3125,0.75,1,0,0,-1.40625,0.203125,13.2656,10.9531,
440,0,0,0,5,0,,,,0,,,,3,7,0,-0.53125,11.875,-0.3125,0.75,1,0,0,-1.40625,0.21875,13.3125,11,
480,0,0,0,5,0,,,,0,,,,3,7,0,-0.546875,11.9063,-0.3125,0.75,1,0,0,-1.39063,0.25,13.375,11.0469,
520,0,0,0,5,0,,,,0,,,,3,7,0,-0.5625,11.9219,-0.3125,0.75,1,0,0,-1.39063,0.265625,13.4375,11.0938,
560,0,0,0,5,0,,,,0,,,,3,7,0,-0.578125,11.9531,-0.3125,0.75,1,0,0,-1.39063,0.28125,13.4844,11.1406,
600,0,0,0,5,0,,,,0,,,,3,7,0,-0.578125,11.9844,-0.3125,0.75,1,0,0,-1.39063,0.296875,13.5313,11.1875,
640,0,0,0,5,0,,,,0,,,,3,7,0,-0.59375,12.0156,-0.3125,0.75,1,0,0,-1.39063,0.3125,13.5938,11.2344,
