Window Clock,Alert Level,Alert Type,Alert Info,Alert Mode,Left_SidewalkX(Filterd),Left_SidewalkX,Left_Sidewalk_END_Y,Left_State,Right_SidewalkX(Filterd),Right_SidewalkX,Right_Sidewalk_END_Y,Right_State,ItemID[0],AmpData[0],FrequencyData[0],EstPosX[0],EstPosY[0],EstVelX[0],EstVelY[0],Moving State,Number of Elements,Warning Flag,X Edge Left[0],X Edge Right[0],Y Edge Front[0],Y Edge Rear[0],-,ItemID[1],AmpData[1],FrequencyData[1],EstPosX[1],EstPosY[1],EstVelX[1],EstVelY[1],Moving State,Number of Elements,Warning Flag,X Edge Left[1],X Edge Right[1],Y Edge Front[1],Y Edge Rear[1],-,ItemID[2],AmpData[2],FrequencyData[2],EstPosX[2],EstPosY[2],EstVelX[2],EstVelY[2],Moving State,Number of Elements,Warning Flag,X Edge Left[2],X Edge Right[2],Y Edge Front[2],Y Edge Rear[2],-,ItemID[3],AmpData[3],FrequencyData[3],EstPosX[3],EstPosY[3],EstVelX[3],EstVelY[3],Moving State,Number of Elements,Warning Flag,X Edge Left[3],X Edge Right[3],Y Edge Front[3],Y Edge Rear[3],-,ItemID[4],AmpData[4],FrequencyData[4],EstPosX[4],EstPosY[4],EstVelX[4],EstVelY[4],Moving State,Number of Elements,Warning Flag,X Edge Left[4],X Edge Right[4],Y Edge Front[4],Y Edge Rear[4],-,ItemID[5],AmpData[5],FrequencyData[5],EstPosX[5],EstPosY[5],EstVelX[5],EstVelY[5],Moving State,Number of Elements,Warning Flag,X Edge Left[5],X Edge Right[5],Y Edge Front[5],Y Edge Rear[5],-,ItemID[6],AmpData[6],FrequencyData[6],EstPosX[6],EstPosY[6],EstVelX[6],EstVelY[6],Moving State,Number of Elements,Warning Flag,X Edge Left[6],X Edge Right[6],Y Edge Front[6],Y Edge Rear[6],-,ItemID[7],AmpData[7],FrequencyData[7],EstPosX[7],EstPosY[7],EstVelX[7],EstVelY[7],Moving State,Number of Elements,Warning Flag,X Edge Left[7],X Edge Right[7],Y Edge Front[7],Y Edge Rear[7],-,ItemID[8],AmpData[8],FrequencyData[8],EstPosX[8],EstPosY[8],EstVelX[8],EstVelY[8],Moving State,Number of Elements,Warning Flag,X Edge Left[8],X Edge Right[8],Y Edge Front[8],Y Edge Rear[8],-,ItemID[9],AmpData[9],FrequencyData[9],EstPosX[9],EstPosY[9],EstVelX[9],EstVelY[9],Moving State,Number of Elements,Warning Flag,X Edge Left[9],X Edge Right[9],Y Edge Front[9],Y Edge Rear[9],-
0,0,0,0,5,0,,,,0,,,,3,15,0,0.78125,24.0156,0.625,0.9375,1,0,0,-0.015625,1.95313,24.7813,23.0938,,5,15,0,-0.765625,18.4063,-0.4375,2.25,1,0,0,-1.6875,-0.1875,19.2656,17.7656,
40,0,0,0,5,0,,,,0,,,,3,15,0,0.796875,24.0469,0.625,0.9375,1,0,0,0.015625,1.96875,24.8125,23.125,,5,15,0,-0.796875,18.4844,-0.4375,2.1875,1,0,0,-1.73438,-0.234375,19.3281,17.8281,
80,0,0,0,5,0,,,,0,,,,3,15,0,0.828125,24.0938,0.625,0.9375,1,0,0,0.046875,1.98438,24.8438,23.1719,,5,15,0,-0.828125,18.5469,-0.4375,2.1875,1,0,0,-1.75,-0.25,19.3906,17.8906,
120,0,0,0,5,0,,,,0,,,,3,15,0,0.890625,24.1094,0.6875,0.9375,1,0,0,0.125,2.04688,24.8438,23.1875,,5,15,0,-0.828125,18.6094,-0.4375,2.125,1,0,0,-1.75,-0.25,19.4531,17.9531,
160,0,0,0,5,0,,,,0,,,,3,15,0,0.984375,24.1094,0.8125,0.875,1,0,0,0.21875,2.14063,24.8438,23.2031,,5,15,0,-0.84375,18.6875,-0.4375,2.125,1,0,0,-1.76563,-0.265625,19.5313,18.0313,
200,0,0,0,5,0,,,,0,,,,3,15,0,1.28125,24.125,0.8125,0.8125,1,0,0,0.515625,2.51563,24.8281,23.2031,,5,13,0,-0.859375,18.7656,-0.4375,2.125,1,0,0,-1.78125,-0.28125,19.6094,18.1094,
240,0,0,0,5,0,,,,0,,,,3,15,0,1.42188,24.125,1,0.8125,1,0,0,0.65625,2.71875,24.8281,23.2188,,5,12,0,-0.875,18.8594,-0.4375,2.125,1,0,0,-1.78125,-0.28125,19.6875,18.1875,
280,0,0,0,5,0,,,,0,,,,3,15,0,1.53125,24.125,1.125,0.75,1,0,0,0.78125,2.89063,24.8125,23.2031,,5,8,0,-0.90625,18.9375,-0.4375,2.125,1,0,0,-1.79688,-0.296875,19.7813,18.2656,
320,0,0,0,5,0,,,,0,,,,3,15,0,1.64063,24.1094,1.1875,0.6875,1,0,0,0.875,3.04688,24.7813,23.1875,,5,8,0,-0.9375,19.0313,-0.5,2.125,1,0,0,-1.84375,-0.34375,19.8594,18.3594,
360,0,0,0,5,0,,,,0,,,,3,15,0,1.73438,24.0781,1.3125,0.5625,1,0,0,0.953125,3.1875,24.7344,23.125,,5,8,0,-0.96875,19.125,-0.5,2.125,1,0,0,-1.875,-0.375,19.9531,18.4531,
400,0,0,0,5,0,,,,0,,,,3,15,0,1.84375,24.0469,1.3125,0.5,1,0,0,1.04688,3.29688,24.7031,23.0781,,5,6,0,-1.01563,19.2031,-0.5,2.125,1,0,0,-1.92188,-0.421875,20.0469,18.5469,
440,0,0,0,5,0,,,,0,,,,3,15,0,1.95313,24.0313,1.3125,0.4375,1,0,0,1.10938,3.42188,24.6875,23.0313,,5,5,0,-1.04688,19.2813,-0.5625,2.125,1,0,0,-1.9375,-0.4375,20.125,18.625,
480,0,0,0,5,0,,,,0,,,,3,15,0,2.01563,24.0156,1.3125,0.375,1,0,0,1.125,3.46875,24.6719,23,,5,7,0,-1.09375,19.2969,-0.625,2,1,0,0,-2,-0.5,20.1406,18.6406,
520,0,0,0,5,0,,,,0,,,,3,15,0,2.04688,24.0313,1.25,0.375,1,0,0,1.14063,3.5,24.7031,23,,5,5,0,-1.125,19.3594,-0.625,2,1,0,0,-2.03125,-0.53125,20.1875,18.6875,
560,0,0,0,5,0,,,,0,,,,3,15,0,2.10938,24.0469,1.3125,0.375,1,0,0,1.17188,3.53125,24.75,23.0156,,5,5,0,-1.15625,19.4375,-0.625,2,1,0,0,-2.0625,-0.5625,20.25,18.75,
600,0,0,0,5,0,,,,0,,,,3,15,0,2.10938,24.0781,1.1875,0.375,1,0,0,1.14063,3.5,24.7969,23.0625,,5,5,0,-1.17188,19.4844,-0.625,1.9375,1,0,0,-2.07813,-0.578125,20.2969,18.7969,
640,0,0,0,5,0,,,,0,,,,3,15,0,2.09375,24.1094,1.125,0.4375,1,0,0,1.0625,3.45313,24.8438,23.0938,,5,8,0,-1.17188,19.5625,-0.5625,1.9375,1,0,0,-2.07813,-0.578125,20.375,18.8594,
680,0,0,0,5,0,,,,0,,,,3,15,0,2.10938,24.125,1.0625,0.4375,1,0,0,1.01563,3.4375,24.875,23.125,,5,7,0,-1.1875,19.6406,-0.5625,1.9375,1,0,0,-2.09375,-0.59375,20.4375,18.9375,
720,0,0,0,5,0,,,,0,,,,3,15,0,2.07813,24.1563,0.9375,0.4375,1,0,0,0.9375,3.375,24.9219,23.1563,,5,5,0,-1.20313,19.7188,-0.5625,1.9375,1,0,0,-2.10938,-0.609375,20.5156,19.0156,
760,0,0,0,5,0,,,,0,,,,3,15,0,1.98438,24.2031,0.75,0.5,1,0,0,0.8125,3.25,25,23.2188,,5,10,0,-1.20313,19.7969,-0.5,1.9375,1,0,0,-2.125,-0.625,20.6094,19.1094,
800,0,0,0,5,0,,,,0,,,,3,10,0,1.71875,24.25,0.75,0.5625,1,0,0,0.515625,2.92188,25.0313,23.2969,,5,10,0,-1.1875,19.8594,-0.4375,1.9375,1,0,0,-2.10938,-0.609375,20.6719,19.1719,
840,0,0,0,5,0,,,,0,,,,3,13,0,1.39063,24.3281,0.75,0.625,1,0,0,0.140625,2.53125,25.1094,23.4063,,5,11,0,-1.1875,19.9063,-0.4375,1.875,1,0,0,-2.09375,-0.59375,20.7188,19.2188,
880,0,0,0,5,0,,,,0,,,,3,10,0,1.07813,24.4063,0.75,0.6875,1,0,0,-0.21875,2.14063,25.1875,23.5313,,5,15,0,-1.1875,19.9688,-0.375,1.8125,1,0,0,-2.07813,-0.578125,20.7656,19.2656,
920,0,0,0,5,0,,,,0,,,,3,6,0,0.78125,24.4844,0.75,0.8125,1,0,0,-0.546875,1.79688,25.2969,23.6563,,5,15,0,-1.17188,20.0313,-0.375,1.8125,1,0,0,-2.07813,-0.578125,20.8438,19.3281,
960,0,0,0,5,0,,,,0,,,,3,6,0,0.8125,24.5156,0.75,0.8125,1,0,0,-0.546875,1.78125,25.3438,23.7344,,5,15,0,-1.17188,20.0938,-0.3125,1.8125,1,0,0,-2.07813,-0.578125,20.9063,19.375,
1000,0,0,0,5,0,,,,0,,,,3,7,0,1.15625,24.5,0.75,0.6875,1,0,0,-0.125,2.15625,25.2813,23.6875,,5,15,0,-1.17188,20.1563,-0.25,1.8125,1,0,0,-2.0625,-0.5625,20.9688,19.4219,
1040,0,0,0,5,0,,,,0,,,,3,7,0,1.29688,24.4688,0.9375,0.625,1,0,0,0.109375,2.34375,25.2344,23.6406,,5,15,0,-1.15625,20.2188,-0.25,1.75,1,0,0,-2.04688,-0.546875,21.0156,19.4688,
1080,0,0,0,5,0,,,,0,,,,3,8,0,1.45313,24.4844,1.125,0.625,1,0,0,0.328125,2.51563,25.2344,23.6406,,5,15,0,-1.14063,20.2656,-0.1875,1.75,1,0,0,-2.04688,-0.546875,21.0781,19.5156,
1120,0,0,0,5,0,,,,0,,,,3,9,0,1.60938,24.5,1.3125,0.625,1,0,0,0.546875,2.67188,25.25,23.6406,,5,15,0,-1.14063,20.3594,-0.1875,1.8125,1,0,0,-2.04688,-0.546875,21.1563,19.625,
1160,0,0,0,5,0,,,,0,,,,3,8,0,1.73438,24.5313,1.4375,0.625,1,0,0,0.75,2.8125,25.2656,23.6563,,5,14,0,-1.20313,20.4375,-0.1875,1.8125,1,0,0,-2.10938,-0.609375,21.2344,19.7344,
1200,0,0,0,5,0,,,,0,,,,3,5,0,1.85938,24.5469,1.5,0.625,1,0,0,0.921875,2.9375,25.2656,23.6875,,5,15,0,-1.20313,20.5156,-0.1875,1.8125,1,0,0,-2.10938,-0.609375,21.2969,19.7969,
